dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
1530,216,EWR,MDW,106,711,WN,2013-06-06,on_time,2013-06-06T19:00:00Z
1512,745,LGA,DEN,245,1620,UA,2013-09-19,on_time,2013-09-19T19:00:00Z
1057,1647,LGA,ATL,107,762,DL,2013-08-07,on_time,2013-08-07T15:00:00Z
1450,1,JFK,SJU,187,1598,DL,2013-11-18,on_time,2013-11-18T19:00:00Z
1051,1275,JFK,SLC,268,1990,DL,2013-06-14,on_time,2013-06-14T14:00:00Z
803,450,EWR,DFW,191,1372,UA,2013-12-02,on_time,2013-12-02T13:00:00Z
758,1271,JFK,FLL,150,1069,DL,2013-08-14,on_time,2013-08-14T12:00:00Z
1353,4171,EWR,MSN,131,799,EV,2013-11-15,on_time,2013-11-15T18:00:00Z
803,320,EWR,ORD,104,719,UA,2013-02-17,on_time,2013-02-17T13:00:00Z
737,1771,JFK,SEA,332,2422,DL,2013-07-21,on_time,2013-07-21T11:00:00Z
1650,2042,EWR,ATL,106,746,DL,2013-10-15,on_time,2013-10-15T20:00:00Z
658,269,JFK,SFO,347,2586,DL,2013-07-29,on_time,2013-07-29T11:00:00Z
2133,347,JFK,SJU,189,1598,DL,2013-08-18,on_time,2013-08-18T01:00:00Z
1738,4202,EWR,STL,127,872,EV,2013-02-26,on_time,2013-02-26T22:00:00Z
2222,580,EWR,HOU,186,1411,WN,2013-07-28,late,2013-07-28T21:00:00Z
952,2175,LGA,DCA,43,214,US,2013-10-24,on_time,2013-10-24T14:00:00Z
1738,1499,LGA,ATL,118,762,DL,2013-04-11,late,2013-04-11T21:00:00Z
1053,393,LGA,MCO,139,950,B6,2013-06-07,late,2013-06-07T13:00:00Z
1355,2247,LGA,ATL,104,762,DL,2013-10-08,on_time,2013-10-08T18:00:00Z
1119,3274,EWR,CHS,108,628,EV,2013-04-12,late,2013-04-12T14:00:00Z
1457,286,JFK,ROC,46,264,B6,2013-08-29,late,2013-08-29T17:00:00Z
2104,1252,EWR,SFO,323,2565,UA,2013-05-04,on_time,2013-05-04T00:00:00Z
1801,485,EWR,DEN,212,1605,UA,2013-09-03,on_time,2013-09-03T22:00:00Z
1607,5486,LGA,PIT,59,335,EV,2013-02-28,on_time,2013-02-28T21:00:00Z
1451,141,JFK,PBI,187,1028,B6,2013-04-05,late,2013-04-05T18:00:00Z
949,483,JFK,MCO,129,944,B6,2013-08-18,on_time,2013-08-18T13:00:00Z
1855,435,JFK,SFO,336,2586,DL,2013-10-21,on_time,2013-10-21T23:00:00Z
1655,1176,EWR,BOS,36,200,B6,2013-04-21,on_time,2013-04-21T21:00:00Z
729,2285,LGA,MCO,129,950,DL,2013-08-23,on_time,2013-08-23T11:00:00Z
1539,3825,EWR,IND,104,645,EV,2013-10-20,on_time,2013-10-20T19:00:00Z
1212,74,JFK,BTV,48,266,B6,2013-05-20,on_time,2013-05-20T16:00:00Z
1858,3486,LGA,BNA,104,764,MQ,2013-09-24,late,2013-09-24T22:00:00Z
1841,3730,EWR,ORD,111,719,MQ,2013-02-15,on_time,2013-02-15T23:00:00Z
718,677,JFK,JAX,122,828,B6,2013-12-13,on_time,2013-12-13T12:00:00Z
1124,1139,LGA,DFW,197,1389,AA,2013-10-07,on_time,2013-10-07T15:00:00Z
1933,1385,JFK,FLL,140,1069,DL,2013-02-10,on_time,2013-02-10T00:00:00Z
1918,1435,LGA,TPA,141,1010,DL,2013-10-06,on_time,2013-10-06T23:00:00Z
1835,1684,EWR,MIA,157,1085,UA,2013-07-16,on_time,2013-07-16T22:00:00Z
845,301,JFK,SJU,198,1598,DL,2013-07-19,on_time,2013-07-19T12:00:00Z
1234,1853,EWR,DFW,216,1372,AA,2013-03-31,on_time,2013-03-31T16:00:00Z
946,994,EWR,BOS,41,200,UA,2013-10-27,on_time,2013-10-27T13:00:00Z
1720,2751,LGA,CLT,87,544,YV,2013-06-09,on_time,2013-06-09T21:00:00Z
1410,3588,LGA,MSP,145,1020,MQ,2013-09-07,on_time,2013-09-07T18:00:00Z
1700,45,JFK,LAS,313,2248,AA,2013-12-24,on_time,2013-12-24T22:00:00Z
1124,327,LGA,ORD,113,733,AA,2013-02-13,on_time,2013-02-13T16:00:00Z
645,413,JFK,SJU,222,1598,AA,2013-06-15,on_time,2013-06-15T10:00:00Z
2046,371,LGA,ORD,103,733,AA,2013-05-20,on_time,2013-05-20T00:00:00Z
742,807,EWR,ATL,114,746,DL,2013-05-02,on_time,2013-05-02T11:00:00Z
926,4220,JFK,RDU,80,427,9E,2013-02-12,late,2013-02-12T13:00:00Z
2003,1574,EWR,CLE,67,404,UA,2013-01-15,on_time,2013-01-15T01:00:00Z
1708,2189,LGA,DCA,47,214,US,2013-12-11,on_time,2013-12-11T22:00:00Z
1622,3400,JFK,MKE,122,745,9E,2013-08-22,on_time,2013-08-22T20:00:00Z
2100,1071,EWR,BQN,193,1585,UA,2013-12-12,on_time,2013-12-12T01:00:00Z
1259,687,LGA,ORD,119,733,UA,2013-10-19,on_time,2013-10-19T17:00:00Z
1147,3807,EWR,ORF,52,284,EV,2013-10-14,on_time,2013-10-14T15:00:00Z
1805,687,LGA,ORD,108,733,UA,2013-03-07,late,2013-03-07T21:00:00Z
1159,1707,EWR,IAH,199,1400,UA,2013-07-07,on_time,2013-07-07T16:00:00Z
1952,4333,EWR,TUL,182,1215,EV,2013-02-16,on_time,2013-02-16T00:00:00Z
1820,612,EWR,DEN,240,1605,UA,2013-01-15,on_time,2013-01-15T23:00:00Z
633,413,JFK,SJU,202,1598,AA,2013-08-11,on_time,2013-08-11T10:00:00Z
1125,1107,EWR,DEN,241,1605,UA,2013-12-26,on_time,2013-12-26T16:00:00Z
1849,169,EWR,LAX,330,2454,VX,2013-06-06,on_time,2013-06-06T22:00:00Z
711,1010,EWR,DEN,218,1605,WN,2013-04-27,on_time,2013-04-27T11:00:00Z
1653,4300,EWR,RIC,52,277,EV,2013-08-06,on_time,2013-08-06T20:00:00Z
1903,75,JFK,TPA,143,1005,B6,2013-06-01,on_time,2013-06-01T23:00:00Z
827,4213,EWR,RDU,63,416,EV,2013-07-24,late,2013-07-24T11:00:00Z
1823,7,EWR,SEA,308,2402,AS,2013-08-19,on_time,2013-08-19T22:00:00Z
1759,67,JFK,SAN,319,2446,AA,2013-11-13,on_time,2013-11-13T22:00:00Z
1740,4485,EWR,RDU,70,416,EV,2013-01-20,late,2013-01-20T21:00:00Z
1925,1224,EWR,LAX,297,2454,UA,2013-08-30,on_time,2013-08-30T23:00:00Z
110,30,JFK,ROC,43,264,B6,2013-05-22,late,2013-05-22T02:00:00Z
1204,682,EWR,IAH,176,1400,UA,2013-07-18,on_time,2013-07-18T16:00:00Z
1617,369,LGA,PBI,152,1035,B6,2013-04-13,late,2013-04-13T20:00:00Z
1240,2041,JFK,MIA,148,1089,AA,2013-08-24,on_time,2013-08-24T16:00:00Z
1711,503,JFK,SAN,326,2446,DL,2013-03-11,on_time,2013-03-11T21:00:00Z
950,3670,LGA,BNA,120,764,MQ,2013-08-13,on_time,2013-08-13T13:00:00Z
1525,4141,EWR,ATL,136,746,EV,2013-11-12,late,2013-11-12T19:00:00Z
1355,2177,LGA,DCA,40,214,US,2013-05-14,on_time,2013-05-14T18:00:00Z
1855,87,JFK,LAX,319,2475,DL,2013-03-01,on_time,2013-03-01T00:00:00Z
1229,204,EWR,SFO,345,2565,UA,2013-09-22,on_time,2013-09-22T16:00:00Z
827,4558,LGA,CLE,77,419,MQ,2013-04-07,on_time,2013-04-07T12:00:00Z
1727,3359,JFK,RDU,75,427,MQ,2013-12-06,late,2013-12-06T19:00:00Z
811,655,JFK,STT,196,1623,AA,2013-02-14,on_time,2013-02-14T13:00:00Z
24,383,LGA,FLL,146,1076,B6,2013-05-24,late,2013-05-24T01:00:00Z
1651,1171,LGA,DFW,211,1389,AA,2013-12-19,on_time,2013-12-19T21:00:00Z
1343,353,EWR,ATL,104,746,UA,2013-06-21,late,2013-06-21T16:00:00Z
1030,179,JFK,SFO,360,2586,AA,2013-02-25,on_time,2013-02-25T15:00:00Z
2223,4695,EWR,MHT,36,209,EV,2013-07-02,late,2013-07-02T01:00:00Z
1530,3303,LGA,MKE,116,738,9E,2013-12-23,on_time,2013-12-23T20:00:00Z
635,4441,EWR,IND,106,645,EV,2013-04-17,on_time,2013-04-17T10:00:00Z
1428,1344,LGA,MCI,163,1107,DL,2013-02-01,on_time,2013-02-01T19:00:00Z
1001,1430,LGA,ORD,112,733,UA,2013-04-30,on_time,2013-04-30T14:00:00Z
601,4393,EWR,IND,106,645,EV,2013-12-20,on_time,2013-12-20T11:00:00Z
1718,3216,JFK,ORF,54,290,MQ,2013-12-20,late,2013-12-20T21:00:00Z
1406,118,JFK,BOS,41,187,B6,2013-12-28,on_time,2013-12-28T18:00:00Z
1146,4425,JFK,DCA,49,213,MQ,2013-06-09,on_time,2013-06-09T15:00:00Z
1300,315,JFK,SJU,189,1598,DL,2013-06-05,on_time,2013-06-05T17:00:00Z
756,2118,LGA,BOS,32,184,US,2013-07-29,on_time,2013-07-29T12:00:00Z
644,675,JFK,MSY,172,1182,B6,2013-12-06,on_time,2013-12-06T11:00:00Z
2006,4998,LGA,MCI,148,1107,EV,2013-05-21,on_time,2013-05-21T23:00:00Z
2110,1244,EWR,SJU,195,1608,UA,2013-06-26,on_time,2013-06-26T00:00:00Z
1910,791,LGA,DFW,189,1389,AA,2013-08-19,on_time,2013-08-19T23:00:00Z
2229,702,JFK,BUF,54,301,B6,2013-09-02,late,2013-09-02T01:00:00Z
923,179,JFK,SFO,350,2586,AA,2013-05-26,on_time,2013-05-26T13:00:00Z
703,389,LGA,MCO,145,950,B6,2013-01-20,on_time,2013-01-20T12:00:00Z
1759,1266,EWR,LAX,311,2454,UA,2013-07-09,late,2013-07-09T21:00:00Z
1153,4349,EWR,ORF,49,284,EV,2013-01-08,on_time,2013-01-08T17:00:00Z
1511,145,JFK,MIA,166,1089,AA,2013-12-30,on_time,2013-12-30T20:00:00Z
736,4461,EWR,MDW,105,711,WN,2013-09-11,on_time,2013-09-11T11:00:00Z
556,698,EWR,TPA,143,997,UA,2013-10-09,on_time,2013-10-09T10:00:00Z
947,600,JFK,PWM,45,273,B6,2013-04-27,on_time,2013-04-27T13:00:00Z
1922,4705,EWR,ATL,115,746,EV,2013-05-22,late,2013-05-22T20:00:00Z
1926,4543,EWR,DSM,146,1017,EV,2013-12-02,on_time,2013-12-02T00:00:00Z
1954,4644,EWR,CMH,74,463,EV,2013-03-14,late,2013-03-14T21:00:00Z
757,1109,LGA,TPA,133,1010,DL,2013-09-10,on_time,2013-09-10T12:00:00Z
1003,5208,LGA,RIC,64,292,EV,2013-10-23,on_time,2013-10-23T14:00:00Z
1720,4479,LGA,RDU,78,431,MQ,2013-01-23,on_time,2013-01-23T22:00:00Z
842,4409,EWR,RIC,54,277,EV,2013-03-22,on_time,2013-03-22T12:00:00Z
618,1722,EWR,MCO,130,937,UA,2013-08-12,on_time,2013-08-12T10:00:00Z
658,763,JFK,LAX,317,2475,DL,2013-08-23,on_time,2013-08-23T11:00:00Z
641,4334,EWR,CMH,85,463,EV,2013-01-17,on_time,2013-01-17T11:00:00Z
2132,347,JFK,SJU,206,1598,DL,2013-08-16,on_time,2013-08-16T01:00:00Z
1003,4662,EWR,RDU,69,416,EV,2013-06-04,on_time,2013-06-04T14:00:00Z
1853,3134,EWR,ORD,97,719,MQ,2013-07-15,on_time,2013-07-15T22:00:00Z
1643,4705,EWR,ATL,103,746,EV,2013-11-13,on_time,2013-11-13T21:00:00Z
1725,329,JFK,SJU,193,1598,DL,2013-02-27,on_time,2013-02-27T22:00:00Z
2056,168,LGA,MDW,113,725,WN,2013-11-08,on_time,2013-11-08T01:00:00Z
1153,642,JFK,SFO,364,2586,UA,2013-04-24,on_time,2013-04-24T16:00:00Z
1048,5711,JFK,IAD,49,228,EV,2013-02-08,late,2013-02-08T15:00:00Z
908,3478,LGA,DTW,81,502,MQ,2013-08-31,on_time,2013-08-31T12:00:00Z
1205,23,JFK,SFO,388,2586,VX,2013-04-14,late,2013-04-14T14:00:00Z
1253,1158,EWR,MIA,146,1085,UA,2013-09-30,on_time,2013-09-30T16:00:00Z
656,671,JFK,LAX,316,2475,B6,2013-05-20,on_time,2013-05-20T11:00:00Z
649,49,JFK,PBI,150,1028,B6,2013-05-13,on_time,2013-05-13T10:00:00Z
1315,1601,EWR,FLL,152,1065,UA,2013-08-06,on_time,2013-08-06T17:00:00Z
825,441,EWR,HDN,243,1728,UA,2013-03-30,on_time,2013-03-30T12:00:00Z
2052,4033,LGA,TYS,86,647,9E,2013-08-30,late,2013-08-30T00:00:00Z
902,273,EWR,LAX,320,2454,UA,2013-10-12,on_time,2013-10-12T13:00:00Z
902,600,JFK,PWM,50,273,B6,2013-05-19,on_time,2013-05-19T13:00:00Z
2047,2144,LGA,BOS,33,184,US,2013-07-17,on_time,2013-07-17T01:00:00Z
1329,802,EWR,CLT,86,529,US,2013-12-05,on_time,2013-12-05T18:00:00Z
1818,236,EWR,MIA,139,1085,UA,2013-07-19,on_time,2013-07-19T22:00:00Z
847,3713,JFK,DCA,46,213,9E,2013-08-03,on_time,2013-08-03T12:00:00Z
857,485,EWR,ATL,116,746,DL,2013-01-08,on_time,2013-01-08T14:00:00Z
1256,781,LGA,ATL,110,762,DL,2013-07-11,on_time,2013-07-11T16:00:00Z
1833,7,EWR,SEA,326,2402,AS,2013-03-30,on_time,2013-03-30T22:00:00Z
1930,4191,EWR,BNA,108,748,EV,2013-10-28,on_time,2013-10-28T23:00:00Z
1600,854,JFK,BOS,37,187,AA,2013-05-28,on_time,2013-05-28T20:00:00Z
822,487,JFK,CLT,79,541,US,2013-04-09,on_time,2013-04-09T12:00:00Z
1326,3840,EWR,MEM,176,946,EV,2013-01-03,on_time,2013-01-03T18:00:00Z
608,3824,EWR,IAD,48,212,EV,2013-08-28,on_time,2013-08-28T10:00:00Z
953,3285,LGA,PIT,53,335,9E,2013-10-13,on_time,2013-10-13T14:00:00Z
2207,2139,LGA,MIA,149,1096,DL,2013-05-08,late,2013-05-08T23:00:00Z
1502,3202,JFK,IND,109,665,MQ,2013-10-30,on_time,2013-10-30T19:00:00Z
557,601,JFK,FLL,144,1069,B6,2013-07-27,on_time,2013-07-27T10:00:00Z
1256,2181,LGA,DCA,45,214,US,2013-09-04,on_time,2013-09-04T17:00:00Z
600,4241,EWR,HOU,224,1411,WN,2013-12-26,on_time,2013-12-26T11:00:00Z
705,4246,EWR,DTW,101,488,EV,2013-07-01,late,2013-07-01T11:00:00Z
1153,4425,JFK,DCA,48,213,MQ,2013-05-17,on_time,2013-05-17T15:00:00Z
1830,263,JFK,SEA,350,2422,B6,2013-09-30,late,2013-09-30T22:00:00Z
2158,523,EWR,BOS,42,200,UA,2013-10-19,on_time,2013-10-19T01:00:00Z
745,2939,JFK,PIT,60,340,9E,2013-11-13,on_time,2013-11-13T12:00:00Z
2230,3832,EWR,DCA,38,199,EV,2013-08-09,late,2013-08-09T01:00:00Z
1025,4510,EWR,BUF,53,282,EV,2013-02-25,on_time,2013-02-25T15:00:00Z
1539,5712,JFK,IAD,42,228,EV,2013-07-03,late,2013-07-03T18:00:00Z
756,2047,LGA,ATL,107,762,DL,2013-05-24,on_time,2013-05-24T11:00:00Z
910,1499,JFK,MIA,138,1089,AA,2013-09-23,on_time,2013-09-23T13:00:00Z
702,1777,JFK,MCO,123,944,AA,2013-08-30,on_time,2013-08-30T11:00:00Z
1343,643,EWR,ORD,113,719,UA,2013-11-01,on_time,2013-11-01T17:00:00Z
1853,1491,LGA,CLT,90,544,US,2013-04-14,on_time,2013-04-14T23:00:00Z
1209,3670,LGA,ATL,124,762,MQ,2013-12-29,on_time,2013-12-29T17:00:00Z
823,313,LGA,ORD,130,733,AA,2013-01-25,on_time,2013-01-25T13:00:00Z
1457,3393,JFK,DCA,50,213,9E,2013-03-13,on_time,2013-03-13T19:00:00Z
1911,4191,EWR,BNA,112,748,EV,2013-06-07,on_time,2013-06-07T23:00:00Z
1232,3257,EWR,JAX,118,820,EV,2013-03-29,on_time,2013-03-29T15:00:00Z
2007,21,JFK,LAX,312,2475,AA,2013-04-18,on_time,2013-04-18T23:00:00Z
2135,199,JFK,LAS,293,2248,B6,2013-06-07,on_time,2013-06-07T01:00:00Z
1836,1740,EWR,IAH,197,1400,UA,2013-06-28,late,2013-06-28T21:00:00Z
1633,1624,EWR,FLL,162,1065,UA,2013-03-18,on_time,2013-03-18T20:00:00Z
1046,4,JFK,BUF,55,301,B6,2013-06-14,on_time,2013-06-14T14:00:00Z
1801,4626,LGA,CMH,69,479,MQ,2013-04-29,on_time,2013-04-29T22:00:00Z
1019,6055,LGA,IAD,54,229,EV,2013-01-17,late,2013-01-17T11:00:00Z
1741,5445,LGA,PIT,59,335,EV,2013-12-21,on_time,2013-12-21T22:00:00Z
1356,1638,EWR,PHX,290,2133,WN,2013-05-29,on_time,2013-05-29T17:00:00Z
1822,3486,LGA,BNA,108,764,MQ,2013-11-14,on_time,2013-11-14T23:00:00Z
1242,1889,LGA,STL,159,888,WN,2013-12-28,on_time,2013-12-28T17:00:00Z
843,5813,EWR,RIC,58,277,EV,2013-10-25,on_time,2013-10-25T12:00:00Z
1012,855,EWR,CLT,83,529,US,2013-09-03,on_time,2013-09-03T14:00:00Z
1050,487,EWR,LAX,302,2454,UA,2013-08-22,on_time,2013-08-22T14:00:00Z
1155,3718,EWR,ORD,110,719,MQ,2013-06-19,late,2013-06-19T15:00:00Z
1833,711,JFK,LAS,287,2248,B6,2013-10-06,on_time,2013-10-06T22:00:00Z
1906,2454,JFK,DEN,213,1626,DL,2013-09-21,on_time,2013-09-21T23:00:00Z
1452,1618,EWR,TPA,132,997,UA,2013-07-31,on_time,2013-07-31T18:00:00Z
1652,2136,LGA,BOS,107,184,US,2013-06-17,late,2013-06-17T21:00:00Z
2054,4224,EWR,MKE,114,725,EV,2013-03-11,on_time,2013-03-11T00:00:00Z
1857,1691,EWR,DFW,179,1372,AA,2013-09-05,on_time,2013-09-05T23:00:00Z
2125,1740,EWR,IAH,173,1400,UA,2013-07-30,on_time,2013-07-30T01:00:00Z
1859,3713,LGA,XNA,185,1147,MQ,2013-10-20,late,2013-10-20T21:00:00Z
1846,1854,LGA,FLL,152,1076,DL,2013-11-19,on_time,2013-11-19T23:00:00Z
757,799,JFK,SFO,373,2586,UA,2013-01-26,on_time,2013-01-26T13:00:00Z
754,2119,LGA,MSP,143,1020,DL,2013-08-14,on_time,2013-08-14T12:00:00Z
30,5258,LGA,MHT,31,195,EV,2013-07-09,late,2013-07-09T02:00:00Z
625,654,JFK,PHX,279,2153,US,2013-02-28,on_time,2013-02-28T11:00:00Z
2043,377,EWR,ATL,112,746,DL,2013-12-14,late,2013-12-14T00:00:00Z
1247,2497,LGA,DEN,224,1620,WN,2013-05-29,on_time,2013-05-29T16:00:00Z
1657,2183,LGA,DCA,43,214,US,2013-07-25,on_time,2013-07-25T21:00:00Z
1621,3357,LGA,BNA,113,764,9E,2013-12-03,on_time,2013-12-03T21:00:00Z
1100,542,LGA,MDW,119,725,WN,2013-01-11,on_time,2013-01-11T16:00:00Z
710,399,JFK,LAX,322,2475,VX,2013-09-19,on_time,2013-09-19T11:00:00Z
2053,4397,EWR,MSY,160,1167,EV,2013-11-04,on_time,2013-11-04T01:00:00Z
2025,695,LGA,ORD,101,733,UA,2013-05-07,on_time,2013-05-07T00:00:00Z
855,485,EWR,ATL,103,746,DL,2013-06-28,on_time,2013-06-28T13:00:00Z
901,1170,EWR,FLL,153,1065,UA,2013-04-23,on_time,2013-04-23T13:00:00Z
1643,430,EWR,CLE,72,404,UA,2013-02-19,on_time,2013-02-19T21:00:00Z
1722,4539,EWR,ORF,57,284,EV,2013-03-17,late,2013-03-17T20:00:00Z
2000,524,EWR,IAH,202,1400,UA,2013-03-14,on_time,2013-03-14T00:00:00Z
1453,1231,LGA,DTW,90,502,DL,2013-12-23,on_time,2013-12-23T19:00:00Z
658,3,JFK,SJU,197,1598,B6,2013-09-06,on_time,2013-09-06T11:00:00Z
1608,4105,JFK,IAD,55,228,9E,2013-02-23,late,2013-02-23T20:00:00Z
1418,1695,EWR,IAH,194,1400,UA,2013-06-08,on_time,2013-06-08T18:00:00Z
1447,331,LGA,ORD,116,733,AA,2013-06-04,late,2013-06-04T17:00:00Z
627,4122,EWR,SDF,100,642,EV,2013-06-12,on_time,2013-06-12T10:00:00Z
650,4099,EWR,STL,119,872,EV,2013-09-10,on_time,2013-09-10T10:00:00Z
609,4264,EWR,IAD,45,212,EV,2013-04-09,on_time,2013-04-09T10:00:00Z
729,11,JFK,SFO,353,2586,VX,2013-10-14,on_time,2013-10-14T11:00:00Z
822,397,JFK,SFO,354,2586,UA,2013-10-13,on_time,2013-10-13T12:00:00Z
959,4140,EWR,ATL,113,746,EV,2013-09-13,on_time,2013-09-13T13:00:00Z
1012,1427,JFK,CLT,98,541,US,2013-03-18,on_time,2013-03-18T14:00:00Z
1147,1307,JFK,IAD,50,228,B6,2013-08-04,on_time,2013-08-04T15:00:00Z
1446,269,EWR,FLL,139,1065,UA,2013-06-01,on_time,2013-06-01T18:00:00Z
650,711,LGA,DFW,185,1389,AA,2013-07-05,on_time,2013-07-05T10:00:00Z
1916,6,JFK,SLC,268,1990,DL,2013-02-12,on_time,2013-02-12T00:00:00Z
740,2457,LGA,MSY,185,1183,DL,2013-12-24,on_time,2013-12-24T12:00:00Z
1324,348,LGA,ATL,104,762,FL,2013-08-28,late,2013-08-28T17:00:00Z
1048,1,JFK,FLL,134,1069,B6,2013-10-05,on_time,2013-10-05T14:00:00Z
1729,179,JFK,PHX,274,2153,B6,2013-04-28,on_time,2013-04-28T21:00:00Z
1553,1331,JFK,DEN,283,1626,DL,2013-01-28,late,2013-01-28T21:00:00Z
1726,1185,JFK,RDU,68,427,B6,2013-09-21,on_time,2013-09-21T21:00:00Z
849,1357,JFK,SJU,205,1598,AA,2013-01-24,on_time,2013-01-24T13:00:00Z
1956,1147,LGA,ATL,119,762,DL,2013-10-24,on_time,2013-10-24T00:00:00Z
1912,21,JFK,LAX,347,2475,AA,2013-11-15,on_time,2013-11-15T00:00:00Z
1858,4700,EWR,CLT,77,529,EV,2013-03-10,on_time,2013-03-10T00:00:00Z
2054,4106,EWR,GRR,102,605,EV,2013-02-20,late,2013-02-20T23:00:00Z
2046,5811,EWR,JAX,125,820,EV,2013-10-09,on_time,2013-10-09T00:00:00Z
936,116,JFK,SYR,45,209,B6,2013-12-22,on_time,2013-12-22T14:00:00Z
725,598,EWR,IAH,183,1400,UA,2013-10-28,on_time,2013-10-28T11:00:00Z
1056,455,LGA,IAH,190,1416,UA,2013-04-09,on_time,2013-04-09T14:00:00Z
1655,2389,JFK,AUS,234,1521,DL,2013-12-07,on_time,2013-12-07T22:00:00Z
2231,4584,LGA,CLT,81,544,MQ,2013-06-06,late,2013-06-06T01:00:00Z
1257,781,LGA,ATL,112,762,DL,2013-03-13,on_time,2013-03-13T16:00:00Z
1344,331,LGA,ORD,117,733,AA,2013-05-14,on_time,2013-05-14T17:00:00Z
1729,1134,EWR,IAH,225,1400,UA,2013-01-09,on_time,2013-01-09T22:00:00Z
2227,234,JFK,BTV,46,266,B6,2013-12-07,on_time,2013-12-07T03:00:00Z
745,901,JFK,FLL,135,1069,B6,2013-10-02,on_time,2013-10-02T11:00:00Z
1400,1373,JFK,CHS,106,636,B6,2013-12-27,on_time,2013-12-27T18:00:00Z
657,3842,EWR,GRR,97,605,EV,2013-11-15,on_time,2013-11-15T12:00:00Z
1432,1275,JFK,CHS,97,636,B6,2013-06-05,on_time,2013-06-05T18:00:00Z
1056,3792,JFK,DCA,45,213,MQ,2013-03-03,on_time,2013-03-03T16:00:00Z
2040,4449,JFK,DCA,55,213,MQ,2013-04-19,on_time,2013-04-19T00:00:00Z
844,4246,EWR,DTW,76,488,EV,2013-10-09,late,2013-10-09T11:00:00Z
1324,456,JFK,PHX,300,2153,US,2013-10-23,on_time,2013-10-23T17:00:00Z
1206,4087,EWR,PWM,49,284,EV,2013-01-15,on_time,2013-01-15T17:00:00Z
822,1938,LGA,MIA,146,1096,AA,2013-09-01,on_time,2013-09-01T12:00:00Z
1710,415,JFK,SFO,385,2586,B6,2013-12-10,late,2013-12-10T22:00:00Z
1705,1104,LGA,MDW,121,725,WN,2013-12-25,on_time,2013-12-25T21:00:00Z
1749,6096,EWR,DCA,42,199,EV,2013-08-12,on_time,2013-08-12T21:00:00Z
955,5711,JFK,IAD,53,228,EV,2013-10-19,on_time,2013-10-19T13:00:00Z
1454,127,JFK,DTW,83,509,DL,2013-07-05,on_time,2013-07-05T18:00:00Z
1351,244,EWR,LAX,310,2454,UA,2013-06-09,on_time,2013-06-09T17:00:00Z
912,407,JFK,LAX,361,2475,VX,2013-11-04,on_time,2013-11-04T14:00:00Z
824,2932,JFK,RDU,75,427,9E,2013-11-18,on_time,2013-11-18T13:00:00Z
1123,2297,JFK,MCO,154,944,DL,2013-02-26,on_time,2013-02-26T16:00:00Z
2015,5956,LGA,CLE,71,419,EV,2013-10-28,on_time,2013-10-28T00:00:00Z
1612,1982,LGA,MIA,166,1096,DL,2013-04-29,on_time,2013-04-29T19:00:00Z
1116,221,EWR,SFO,340,2565,UA,2013-04-21,late,2013-04-21T14:00:00Z
1404,1695,EWR,IAH,221,1400,UA,2013-12-30,on_time,2013-12-30T18:00:00Z
1711,1779,LGA,FLL,155,1076,DL,2013-03-28,on_time,2013-03-28T21:00:00Z
856,647,JFK,MIA,165,1089,AA,2013-04-15,on_time,2013-04-15T13:00:00Z
1846,4348,EWR,MCI,143,1092,EV,2013-05-18,on_time,2013-05-18T22:00:00Z
2050,499,LGA,MCO,122,950,B6,2013-10-01,on_time,2013-10-01T01:00:00Z
630,1276,EWR,AUS,231,1504,UA,2013-03-25,on_time,2013-03-25T10:00:00Z
2051,5594,LGA,GSO,74,461,EV,2013-03-11,late,2013-03-11T23:00:00Z
1124,1174,EWR,BOS,38,200,B6,2013-05-05,on_time,2013-05-05T15:00:00Z
1013,3808,EWR,IAD,51,212,EV,2013-12-29,on_time,2013-12-29T15:00:00Z
2036,3395,JFK,DCA,42,213,9E,2013-09-18,on_time,2013-09-18T00:00:00Z
1800,1256,EWR,BNA,98,748,WN,2013-05-18,on_time,2013-05-18T21:00:00Z
1054,3917,EWR,DTW,89,488,9E,2013-12-07,on_time,2013-12-07T16:00:00Z
2123,383,LGA,FLL,160,1076,B6,2013-06-09,on_time,2013-06-09T01:00:00Z
1704,45,JFK,LAS,360,2248,AA,2013-12-04,late,2013-12-04T22:00:00Z
643,1609,EWR,DEN,233,1605,UA,2013-02-06,on_time,2013-02-06T11:00:00Z
1451,4370,EWR,CHS,85,628,EV,2013-08-27,on_time,2013-08-27T18:00:00Z
1047,1435,EWR,CLT,90,529,US,2013-04-22,late,2013-04-22T14:00:00Z
1729,145,JFK,SAN,324,2446,AA,2013-06-06,on_time,2013-06-06T21:00:00Z
1252,2128,LGA,BOS,33,184,US,2013-04-26,on_time,2013-04-26T17:00:00Z
1451,3231,JFK,PIT,65,340,MQ,2013-06-26,on_time,2013-06-26T18:00:00Z
1443,320,EWR,DFW,202,1372,AA,2013-11-29,on_time,2013-11-29T19:00:00Z
624,1433,LGA,CLT,87,544,US,2013-02-04,on_time,2013-02-04T11:00:00Z
2203,43,JFK,MCO,145,944,B6,2013-03-19,late,2013-03-19T01:00:00Z
2056,399,LGA,MCO,135,950,B6,2013-05-06,on_time,2013-05-06T01:00:00Z
555,258,EWR,MCO,125,937,UA,2013-11-16,on_time,2013-11-16T10:00:00Z
1723,145,JFK,SAN,324,2446,AA,2013-05-01,on_time,2013-05-01T21:00:00Z
